VALUE;remove_RT;;
;NNIndonesia Tenaaaangggg... Pilkada bisa meredam Covid kok...😂;;
;ribunnews *NAH ITU DIA ORANGNYA YANG HARUS BERTANGGUNG JAWAB PENUH ATAS PULUHAN RIBU PASIEN KASUS COVID AKIBAT PILKADA!;;
;Mulai stress saya, Pak okowi. Temen-temen satu persatu mulai telpon kalo keluarganya positive covid, ada yang sampai orang tuanya meninggal. Tapi pemerintah masih plin plan. Lebih mentingin pilkada daripada vaksin gratis. Sampah.;;
;Jubir Satgas Penanganan Covid- Banten, Ati P. Hastuti nyatakan Pilkada  tlh menjadi klaster baru penyebaran Corona di  daerah Prov. Banten.✅ Klaim Menko ⁦ohmahfudmd⁩ Pilkada Serentak  Bebas Klaster Covid- ➡️ https://t.co/FewwcxNOS  https://t.co/qKkXRvjl;;
;NNIndonesia untung disini ada pilkada. covid- hilang sementara 😊;;
;wanfals Coba tanyakan lagi sama pak @mohmahfudmd bang, katanya sih gak ada cluster covid- dari Pilkada..;;
;rijayadwi Pilkada kan obat covid wuk;;
;vOneNews Bikin saja UU. Kalau sudah ada UU maka covid akan tau diri dan menyingkir. Buktinya pilkada. Kerumunan dan sebagainnya , gak ada Masalah sedikit pun. Covid malah hilang.;;
;NNIndonesia Orang ini @mohmahfudmd bilang ga hubungan antara kerumunan pilkada dengan penambahan kasus covid. Tangan org ini berlumuran darah orang yg meninggal akibat covid dari kluster pilkada;;
;ompasTV Mau nanya bisa ngk kt nuntut negara atas keputusan mengadakan pilkada? Soalnya setelah pilkada tingkat kasus covid meningkat 😂😂;;
;etikcom lah yg kemarin da berita panitia kpps kenak covid apa hoax?, atau pengumuman ini cmn untuk buat opini saja biar gk dak yg mempermasalahkan pilkada? auh ah gelap;;
;Pemerintah: Belum ada bukti Pilkada  jadi klaster penularan Covid-  https://t.co/trcDVgU   Mungkin ohmahfudmd lagi ga ada kuota buat baca berita.;;
;"Tetapi kepatuhan protokol, apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-, "" katanya. emendagri @satgascovidid @KPU_ID  TuntaskanProkesPilkada";;
;"""Tapi kalau kita lihat daerah yang tidak ada Pilkada juga sama, artinya Pilkada ada tidak ada Pilkada bukan menjadi faktor utama untuk peningkatan penularan Covid- emendagri @KPU_ID @bawaslu_RI @Dionsiregar_ @dimassoesant @alifrahmadan @wisnu_asif  TuntaskanProkesPilkada";;
;Dari data Satgas Covid- itu, kata Mendagri, semua dapat melihat bahwa daerah Pilkada dengan daerah yang non Pilkada tidak terlalu banyak jauh berbeda.  emendagri @KPU_ID @bawaslu_RI @satgascovidid  TuntaskanProkesPilkada;;
;Bahkan berdasarkan dari Kepala Satgas Covid-, protokol kesehatan cukup dipatuhi, terutama oleh pemilih dan kontestan Pilkada. emendagri @KPU_ID @bawaslu_RI @satgascovidid opipolitik @Fatma_Reyna @QueenDibaaa  TuntaskanProkesPilkada;;
;yokTweet @mohmahfudmd Kalau pemerintah bilang tidak ada cluster Covid pilkada ya TIDAK ADA!;;
;onnie_Rusli @nurulshanti Covid sudah selesai. Kasi UU saja itu covid, gak akan menular dan gak akan bahaya lagi. Buktinya pilkada sudah dilindungi UU, covid semakin sirna.;;
;") ""Tetapi kepatuhan protokol, apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-,"" katanya.  https://t.co/EZlnyXXuD TuntaskanProkesPilkada akisolehah @ke_pril @NinjaCirng";;
;") ""Tapi kalau kita lihat daerah yg tidak ada Pilkada juga sama, artinya Pilkada ada tidak ada Pilkada bukan menjadi faktor utama utk peningkatan penularan Covid-,"" jelas Tito.  https://t.co/dOAGwDxM TuntaskanProkesPilkada  oker__punk @nu_nu @orw";acr maulid.;
;) Dari data Satgas Covid- itu, kata Mendagri, semua dapat melihat bahwa daerah Pilkada dgn daerah yg non Pilkada tak terlalu banyak jauh berbeda. TuntaskanProkesPilkada  ianinara @EWinantara @no_Niha  https://t.co/tCourzy;;
;) Bahkan berdasarkan dari Kepala Satgas Covid-, protokol kesehatan cukup dipatuhi, terutama oleh pemilih dan kontestan Pilkada. TuntaskanProkesPilkada jalisun @MellsDentist @tuwik  https://t.co/oafRRYAmgd;o ga ada yg ditangka?  https://t.co/ySbyKOxbx;
;NNIndonesia @msaid_didu Mahfud terlalu cepat ambil kesimpulan padahal dampak covid pilkada baru bisa dilihat  sampai  minggu kdepan;;
;nggalPMT @mohmahfudmd Pak RW ku mati hr.minggu tgl Des kmrn dan dinyatakan positif covid, tgl des waktu pilkada jd KPPS sdh terlihat lesu pucat, smua KPPS di tps dan para pemilih ada yg terpapar juga, masih ngeles MPUD ???;;
;awalCOVID Kecuali Pilkada imun Covid;;
;Webinar Nasional, Evaluasi Integritas Pilkada Tahun  di Tengah Pandemi Covid-, kerjasama ndip dan @DKPP_RI, Selasa  Desember , Pukul: .-. WIB -- Join Zoom Meeting  https://t.co/iLInyFsrI Meeting ID:   , Passcode: webdkpp  https://t.co/wSPxKjx;;
;nggalPMT @mohmahfudmd Ya deh pd kampanye n pd pilkada mah  si virus covid tuh ilang, Tp di acara maulid nabi mah jadi ada ya?;;
;ompasTV Pernyataan @mohmahfudmd ini punya maksud yg ingin beliau sampaikn bahwa kerumunan pilkada tdk berdampak pada penybran covid . Dg demikian, kerumunan pd kampanye Gibran di Solo tdk bs di proses secara hukum. Pemrintah dianggap sukses melaksnkan pilkada serentak pd masa pan;;
;nggalPMT @mohmahfudmd Pilkada dlu baru kembali ke covid 🤦 Preettlahh💩💩;;
;ohmahfudmd Kalo ini sukses gk pak? Terlalu terbuai dengan datang nya vaksin sampe lupa sama hajatan dari pemerintah. Saya baca portal berita katanya belom ada laporan, ehhh... hari ini ada berita laporan covid dari hajatan pilkada. Kalo gk ada laporan, berarti gk ada tracing  htt;;
;nggalPMT @mohmahfudmd Karena memang dari awal covid itu bukan prioritas, pilkada diatas segala nya bos.;rang bersekolah dan pangkat tinggi;
;Pilkada  tidak lahirkan klaster baru covid   Bravo PU_ID 👍;;
;NNIndonesia @msaid_didu Ayo.. siapa yang berani melaporkan kepolisi tindak PIDANA UU Karantina wilayah kepada pihak yang menyetujui diadakan Pilkada selama Pandemi ini.. karena terbukti menyebabkan cluster Covid-.;;
;arazettirazr Jadi ingat ...ada yg bilang tdk ada kluster covid akibat pilkada. 😁😀😀😀;;
;ompascom Untuk pilkada yang beresiko tinggi pada penularan Covid, istana bisa all-out kerahkan sumber daya termasuk anggaran. Kenapa untuk vaksin pake kalkulasi untung-rugi? Apa nyawa rakyat Indonesia sedemikian tak berharganya sehingga seolah bisa diperjual-belikan?;;
;Ini berita bohong ya, Prof ohmahfudmd? Kan gak ada kaitannya antara covid dan pilkada. Apalagi kalau pemerintah bilang hoak berarti itu hoak. Iya kan, Prof?;;
;ullMbah @abahiyanfikri @MaspiyuO Tanya Satgas Covid, brapa persen ketaatan prokes slama kampanye? Lalu trkait misal ada kelalaian, bkn ranah polisi utk bertindak krn ada yakumdu. Pilkada wewenang ada di KPP bkn polisi.;;
;gpx ketua KPU + covid sampai meninggal pun beritanya ditahan biar gak ngurangi partisipasi pilkada, aku wes ora berharap apa apa 🤣;;
;nnalillalfie lebih peduli ama urusan ibhrs dan pilkada daripada covid- ya gitu wkwkwk;;
;emocrazymedia Telusuri juga dong aliran dana korupsi bansos covid sampai ke daerah daerah, trutama pada daerah daerah yang saat itu menghadapi Pilkada;;
;krohman Covid ga ada broo,, mau bukti? Pilkada tetap jalan kok kmarin 😂;;
;Tito menuturkan dari pilkada serentak yang diikuti lebih dari  juta pemilih dari total daftar pemilih tetap (DPT) , juta pemilih itu, ada sejumlah faktor yang membuat protokol kesehatan Covid- dapat ditegakkan okowi @kemendagri @KSPgoid ProkesPilkadaSukses  https://t.co/DbInlRQhu;;
;empodotco Siapa suruh ngadaian pilkada. Calon bupati/walkot, petugas kpu, kpps udh banyak kena covid, malah sampe ada yg mati baru minta ketat.;;
;Mahfud MD Bersyukur Partisipasi Pilkada  Meningkat Meski Digelar di Tengah Pandemi Covid  https://t.co/ikQEY via ribunnews;;
;Pilkada Serentak Diapresiasi, Mahfud MD Sebut Belum Ada Klaster Penularan Covid-  https://t.co/qTlLvtRM via ribunnews;;
;onAdam Gegara pilkada tingkat penyebaran covid meningkat...dilindungi uu krn ada kepentingan politik kekuasaan...hrsnya ini yg kena pidana kerumunan krn dampaknya jelas n korbannya pun bnyk;;
;Acara HRS yaitu maulid belum ada korban meninggal akibat covid  tapi pilkada jelas sudah ada yang meninggal gara covid  kira pak polisi mau tangkap orang yang menyelenggarakan Pilkada estyResseh @TMCPoldaMetro @mohmahfudmd;;
;ompasTV Anda selalu menitikberatkan penambahan kasus covid dengan hari libur dan cuti bersama tp ga pernah membahas pilkada yg juga memakan sejumlah korban covid. Badut anda. Tamak !!;;
;Kabupaten Serang Jadi Zona Merah Covid- Pasca Munculnya Klaster Pilkada di Banten  https://t.co/pouthddXi via ribunnews;;
;bu_waras Pilkada tidak ada korelasinya dengan penyebaran covid kata siape yee;;
;Klu sdh ada yg terpapar Covid  akibat kerumunan Pilkada sprt ini, siapa yg harus bertanggung jawab dan ditetapkan sbg tersangka?? okowi @mohmahfudmd  Akankah polisi berlaku dan bertindak adil sprt thd IBHRS? Rakyat menanti rasa keadilan tsb.   https://t.co/mOkjxMskrS;;
;ss Covid diindonesia itu cerdas, bisa bedakan pilkada dan kerumunan lainnya..  https://t.co/iypRqTm;ada, bandara, pernikahan??;
;MCPoldaMetro Terus pilkada daerah positif covid siapa yg jadi tersangka nya ya pak polisi?;in tdk??;
;ss Aahhhh yg bener prof.. Tp kok berita Covid justru rame setelah pilkada? 😂😂😂;;
;okowi Pak kasus kerumunan akibat pilkada gimana pak? Terus petugas kpu kpps yg kena Covid gimana pak? Mau nanya aja.;;
;etikcom Sebenarnya mah ada penularan covid cuma dirahasikan aja supaya pilkada berjalan dengan lancar haha kita paham dengan permainanya;rang;
;etikcom Klaster baru banyak bermunculan di komplek gue di daerah tangsel akibat pilkada. Bahkan ketua kpu nya pun meninggal karna covid;a banyak;
;"efrinichol ga tau, yang gw tau Indonesia sebelum pilkada kasus covid menurun &amp; setelah pilkada kasus melonjak 🙊 sedih ga tuu🥺";;
;empodotco Pilkada Jadi Klaster Penyebaran Covid-, Kabupaten Serang Masuk Zona Merah: Berdasarkan data terbaru dari Satgas percepatan penanganan Covid- Provinsi Banten, Kabupaten Serang kembali masuk dalam zona merah Covid-. Juru bicara Satgas Percepatan…  https://t.co/uVqngNz;;
;Mahfud lebih senang menenjarakan Habib Rizieq ketimbang bahas dampak Pilkada thd lonjakan paparan Covid-, Bang aisalBasri;;
;vOneNews klo soal kampanye dan pilkada serta pengajian lainnya gk melanggar ya....rupanya virus covid skrg bisa di remot jg rupanya, bisa pilih alamat;;
;NNIndonesia Yang terpapar covid- di pilkada juga naik. Kok gak disebutkan prof.;;
;Menko olhukamRI Prof @mohmahfudmd mengucapkan terima kasih, Pilkada  berjalan baik dan tanpa cipatakan klaster COVID-.  https://t.co/WYQhQkxcG;;
;epublikaonline Salah satu pil yg kebal covid adalah pilkada,,,;;
;"ompasTV VIDEO: Ribuan Penyelenggara Pilkada Terpapar Covid- Digital Admin, CNN Indonesia | Rabu, // : WIB Bagikan :    Jakarta, CNN Indonesia -- Sedikitnya  ribu anggota KPPS &amp;anggota ketertiban TPS kabupaten Sukabumi terkonfirmasi reaktif Covid-. Di Jawa Tengah, an";;
;vOneNews Data dari satgas covid ribuan org reaktif asuw 😂😂 gara gara pilkada;;
;Pilkada Serentak  Desember  yg telah berlangsung dengan aman, lancar dan dijalankan dengan tingkat kepatuhan pada protokol kesehatan Covid- yg tinggi.  emendagri_RI  ProkesPilkadaSukses  https://t.co/qrqPGovZi;;
;etikcom *PARA PEJABAT DAERAH, PARA PANITIA PENYELENGGARA PILKADA YANG PADA MAMPUS DAN KENA KASUS COVID MANA PENGAKUAN SEJUJURNYA DAN TANGGUNG JAWAB DARI MU?;;
;ProkesPilkadaSukses Dari semua wilayah gelaran pilkada di temukam  pelanggaran Prokes kesehatan.   Dan ,  Tegas akan ditindak secara Hukum UU Covid semua para pelanggar.   emendagri   https://t.co/qEaPeuhwg;;
;"tsme_ini @msaid_didu Alhamdulillah semoga semua yg ikut Pilkada terpapar covid kan resikonya di tanggung sendiri"".";;
;ProkesPilkadaSukses Bawaslu Catat . Pelanggaran Protokol Kesehatan di Pilkada  awaslu_RI mencatat ada . pelanggaran protokol kesehatan pencegahan virus corona (Covid-) dalam dua bulan terakhir masa kampanye Pilkada .  https://t.co/TWMJBXE;;
;INDOnews Hahahahahahah.... Udh di tlp covid nye di suruh pergi dl bentaran beli es cendol slama pilkada... Hebat lu kalah deh Tuhan !;;
;ompasTV *WAHAHA CALON BUPATI, WALIKOTA, PARA PANITIA PILKADA  PADA MATI KARNA COVID TIDAK DIHITUNG! BELUM LAGI SOAL KASUS COVID YANG MENINGKAT DI SELURUH DAERAH GARA-GARA ADA PILKADA! INTINYA MENKO KELAS APA ITU?;p;
;eloraco @fadlizon Mulanya meremehkan covid-, kemudian mengacaukan PSBB DKI Jakarta, buru berdamai dgn covid-, buru menerapkan new normal, mengizinkan tahapan pilkada yg banyak melanggar prokes.  Sekarang terjadi pembunuhan krn HRS dikerumuni jamaahnya yg dituduh melanggar prokes;an bicara adil lah...;
;ouldie_sep Pilkada katanya momentum untuk menekan covid, katanyaaaa....;;
;etikcom Kami mendukung pemerintah untuk mengadakan kembali PILKADA, jika perlu tiap Minggu. Agar tidak ada lagi penularan covid .;;
;Pilkada berlangsung sukses. Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti...bravoo. emendagri @KupuUngu @KPU_ID @bawaslu_RI @Fatma_Reyna @alifrahmadan @wisnu_asif @atikaenta @sicepot_ anguha_ @JanakaLinglung  ProkesPilkadaSukses;;
;ionsiregar_ Pilkada berlangsung sukses. Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti...bravoo.  ProkesPilkadaSukses  https://t.co/hbDJIWwSO;;
;Pilkada berlangsung sukses. Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti...bravoo. emendagri @KPU_ID @bawaslu_RI @DivHumas_Polri @tni_ad @JagaNKRI__ @prince_duro @PrinceTsunami @putrijeni @not_kirei  ProkesPilkadaSukses;c;
;Suryabumi @kemendagri @Sudastika @HanaHanyfa @Fatma_Reyna @kopipolitik @QueenDibaaa @alifrahmadan @Dionsiregar_ @putrijeni @prince_duro @princes_spartan terima kasih atas pilkada menambah jumlah covid di indonesia;;
;Junimart mengapresiasi KPU dan masyarakat yang telah berhasil melaksanakan Pilkada Serentak  dengan lancar dan damai. Pencapaian tersebut perlu disyukuri karena berlangsung di tengah situasi pandemi Covid-. emendagri @putrijeni @Fatma_Reyna ProkesPilkadaSukses;;
;Selain angka pasrtisipasi pemilih yg tinggi, pelaksanaan Pilkada serentak di Jateng belum berdampak terhadap penyebaran virus Covid-. anjarpranowo masih menunggu beberapa hari ke dpn untuk memastikan apakah Pilkada berpengaruh terhadap angka penyebaran Covid- atau tidak.;;
;Pilkada berlangsung sukses. Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti...bravoo. emendagri @KPU_ID @bawaslu_RI @prince_duro @Sudastika @HanaHanyfa @hardyhermawan ProkesPilkadaSukses;;
;Antisipasi Penyebaran Covid- Pasca Pencoblosan, Personil BKO Pengamanan Pilkada di Torut, Langsung Rapid Test  https://t.co/LHWkHw lewat urnal Tivi;;
;Kepala Kepolisian Resor Jembrana  Mengucapkan  Terima Kasih Atas Partisipasi dari Seluruh Masyarakat Kabupaten Jembrana dalam Menjaga Pilkada Serentak  , Berjalan Tertib dan Kondusif Serta Mematuhi Protokol Kesehatan Covid-  anika_satyawada__official  @poldabali  https://t.co/Cup;;
;Ragam Cerita Pelaksanaan Pilkada  di Tengah Pandemi Covid- via anggamid  https://t.co/dwTRqHUh;;
;emeComicIndo Kok goblok.. begitu pilkada hari lsng kena covid.. ga ada masa nya... dipertahankan min. Mantap!!;;
;Menko Polhukam ohmahfudmd mengatakan, Pilkada  berjalan sukses dan belum ada laporan adanya klaster covid di pilkada.  https://t.co/gKBlMfsCP;;
;etikcom Cara mencegah penularan COVID- di Indonesia  - PSBB total ❌❌❌ - pilkada serentak ✅✅✅;;
;ribunnews Yg suaranya keras Pilkada dijadikan isu ~ kegaduhan  coba pegimane commentnya sekarang ?!? Faktanya lancar saja ato masih tunggu saat Inkubasi Covid- yg minggu !?! Baru mau bikin pengakuan semua baik saja !!?!...;rti yg sebelumnya.;
;ahnilanzar Baang bang, itu kemarin yg covidnya disembunyiin ya? Terus sekarang ribuan orang jadi kena covid gara pilkada. Hebatnya,  orang mati ditembak polisi ente diem aja. Inget bang, jabatan ga dibawa mati;;
;icauSunyi @harihariono @Lucky_HS @hendrikk Di dalam masa pandemi covid- ini orang memang harus sering cuci tangan 🤠 I know what he did last pilkada. Harus dihabisi (karirnya), katanya.;;
;kufuntur @Butil @einxgwu @Markemir_ Dan Akhirnya Pilkada telah menghasilkan ribuan penularan covid   (Yg disala²hin petamburan malah gpp)  Negara sengaja mau bantai Rakyatnya;;
;eloraco Buktinya yg berjatuhan korban Covid Akibat maulid atau pilkada??!!! Isolop Isolop Benci amat sama Habib!;;
;irzairawadi @XHunterX @JokoHar @TMCPoldaMetro Nah kan pilkada yang menyebabkan petugas KPPS positive covid walupun amanat UUD tapi membahayakan masyarakat , penyelenggara maulid pun sudah memenuhi standar prtokol kesehatan namanya juga umat susah terkontrol , until penjemputan di;;
;ee_jacobus @ustadtengkuzul Hemm.. kalo memang itu urgent harusnya Pilkada distop dlu, karena itu PASTI ada kerumunan.  Petugas KPPS rb positif covid. Kalo memang mau berantas, jgn pandang bulu.  Tegas, tegas sekalian gituloh qaqa~;;
;lyRahmatiyah @SaveMoslem @didienAZHAR Kerumunan Menyambut Habibina, Umat Islam Negative Covid, Pilkada Serentak . petugas KPPS reactive Covid, itu baru Petugas KPPS nya saja loh.;;
;Pasca Pengamanan Pilkada Serentak , anggota Polsek Semarang Selatan Swab Test di Mapolrestabes Semarang guna mencegah penyebaran dan penularan Covid .  umasTabesSmg  https://t.co/cjIjsjiBi;;
;iKebongce @mohmahfudmd @karniilyas @KomnasHAM @Yusrilihza_Mhd @prabowo @amnesty @aliansibem_si Kembali topik yg dipertanyakan berkerumun disaat pandemi,bukan hukum demo ,pilkada,nikahan,serta acara lainnya knapa tdk ditindak  bisa,Itukn masing cara perjuangan. misalnya pendemo be;;
;arazettirazr Anak presiden pasti gelisah karena pilkada menyebabkan banyak yg positif covid.. takut diuntit polisi... takut dijemput.. di borgol dan pake rompi oren...;;
;ardaIndonews Yg bikin hajatan pilkada ga bisa dikategorikan menghasut jg kah? Padahal petugas KPPSnya sampai puluhan ribu yg reaktif covid ..oo shit lupa kalo yg bikin negara jadi bebas nilai yakan?;;
;inxgwu @Butil @Markemir_ Eh dongo, lu mau nyamain peraturan pilkada pada keadaan normal sama covid? Y bedalah bego;;
;ohmahfudmd Ade Armando bagaimana Prof? Kerumunan Habib Luthfi bagaimana Prof? Kerumunan Pilkada bagaimana Prof? Bagaimana dengan kasus Covid Ketua KPU di Tangerang Selatan yang ditutupi? Yang diperlukan adalah keadilan Prof;;
;Pilkada Surabaya 'Makan Korban', Ketua Timses MA Meninggal Akibat COVID-✅ Menko ⁦ohmahfudmd⁩ menyebutkan tidak ada kaitan antara kenaikan kasus virus Corona di Indonesia belakangan ini dg penyelenggaraan Pilkada’ ➡️ https://t.co/sCllDJIBF  https://t.co/rENufJckE;;
;"ik_arif Ah berita hoax ini, beliau ga meninggal kok, mngkn emg nyawanya lg diluar tubuh aj.  Lagian kalo emg kena covid- jg bkn krn pilkada lah, si covid- tau target dia, targetnya cmn ada dikerumunan petamburan &amp; sepakbola. Selebihnya covid- gamungkin ada disitu, ada sensorn";;
