username;tweet;value;remove_user
m_anzar35;@tifsembiring Semua hal yang tidak sejalan dengan pemerintah ujungnya akan di fonis saraanarkis dan kirminalis  Pilkada di tengah pandemi.? Anarkis.? Karna mengorbankan dan memaksa banyak pihak beresiko sakit. Sara karna menetang kebijakan pemerintah di r;negatif; Semua hal yang tidak sejalan dengan pemerintah ujungnya akan di fonis sara,anarkis dan kirminalis  Pilkada di tengah pandemi.? Anarkis.? Karna mengorbankan dan memaksa banyak pihak beresiko sakit. Sara karna menetang kebijakan pemerintah di rumah saja.? Yang betul yang manaa
biangke181274;@dr_koko28 Jujurdisini saya merasa prihatinsudah jelas2 pandemi...tp demi meraih jabatanpilkada tetap d laksanakan...lg2 rakyat kecil yg d korbankan demi syahwat kekuasaan;negatif; Jujur,disini saya merasa prihatin,,sudah jelas2 pandemi...tp demi meraih jabatan,,pilkada tetap d laksanakan...lg2 rakyat kecil yg d korbankan demi syahwat kekuasaan
culikhambau;@yatsatc Yg mengadakan pilkada kemaren harus di seret jg. Menyebabkan kerumunan saat pandemi.;negatif; Yg mengadakan pilkada kemaren harus di seret jg. Menyebabkan kerumunan saat pandemi.
chitatobaru;@wisnu_prasetya beda sama di alhambra keadaan kacau balau pilkada terobos aja bantuan pandemi di korupsi asw emg.;negatif; beda sama di alhambra, keadaan kacau balau pilkada terobos aja, bantuan pandemi di korupsi asw emg.
dina45893276;@DanteSp94759265 @EnggalPMT Jemput juga dong anak nya joko Dia juga sudah melakukan pelanggaran protokol kesehatan covid karena sudah mengumpulkan warga dan melakukan pilkada di tengah pandemihukum jangan hanya di pakai untuk kepentingan penguasaingat rak;negatif; @EnggalPMT Jemput juga dong anak nya joko Dia juga sudah melakukan pelanggaran protokol kesehatan covid karena sudah mengumpulkan warga dan melakukan pilkada di tengah pandemi,hukum jangan hanya di pakai untuk kepentingan penguasa,ingat rakyat memantau se Indonesia
dina45893276;@yunusberkahjaya Termasuk anak nya jokowi kan ya Di juga melakukan pengumpulan masa saat pandemimelakukan pilkada melanggar protokol kesehatan?;negatif; Termasuk anak nya jokowi kan ya Di juga melakukan pengumpulan masa saat pandemi,melakukan pilkada melanggar protokol kesehatan?
baladeva_;@sandalista1789 mending KPU isolasi mandiri masa APDnya terkontaminasi. bisa jadi bekas rumah sakit. hmm.. masa kena sebanyak itu. ga ada yg mw bantu klo uda gini. azabnya org yg pengen pilkada di masa pandemi gini gmna..;negatif; mending KPU isolasi mandiri, masa APDnya terkontaminasi. bisa jadi bekas rumah sakit. hmm.. masa kena sebanyak itu. ga ada yg mw bantu klo uda gini. azabnya org yg pengen pilkada di masa pandemi gini gmna..
defikaaufa;@darrellfernando Cek suhu di tangan setelah cuci tangan saat pilkada baru disitu sih pengalaman ngaco selama pandemi ini. 💦;negatif; Cek suhu di tangan setelah cuci tangan saat pilkada baru disitu sih pengalaman ngaco selama pandemi ini. 💦
putuveris;@redvlvetfactory Lalu  kemana nurani semua orang ketika nakes berjuang di garis terakhir... sementara pilkada tetap di gelar ketika wabah?... Sedari awal pelaksanaan pilkada ditengah situasi krisis pandemi sudah di tentang...   Andaikata pilkada tidak dig;negatif; Lalu , kemana nurani semua orang,, ketika nakes berjuang di garis terakhir... sementara pilkada tetap di gelar ketika wabah?... Sedari awal, pelaksanaan pilkada ditengah situasi krisis pandemi sudah di tentang...   Andaikata pilkada tidak digelar, sistem masih bisa berjalan...
sugarcrushhhhh;gpp pandemi blm kelar yg penting pilkada jalan. bener ga? @DPR_RI kan uang mening di pake pilkada dari pada bansos yah? ohya bansos jg di korupsi. bubar aja ga si?;negatif;gpp pandemi blm kelar, yg penting pilkada jalan. bener ga?  kan uang mening di pake pilkada dari pada bansos yah? ohya bansos jg di korupsi. bubar aja ga si?
nopsky2012;@KompasTV @Rosi_KompasTV Kecemasan terhadap pilkada terjawab sudah semua berjalan dengan aman dan terkendali meskipun dimasa pandemi.  Berkat kerja keras dan sinergi antar instansi apapun kendalanya masih bisa teratasi. Bravo untuk bapak menteri dalam neg;positif; @Rosi_KompasTV Kecemasan terhadap pilkada terjawab sudah, semua berjalan dengan aman dan terkendali meskipun dimasa pandemi.  Berkat kerja keras dan sinergi antar instansi, apapun kendalanya masih bisa teratasi. Bravo untuk bapak menteri dalam negeri.....
andinotomato;@SoundOfYogi Kan pandemi? Sama aja sama pilkada/acara2nya harusnya bs dilarang karna lagi pandemi nggak sih?;negatif; Kan pandemi? Sama aja sama pilkada/acara2nya harusnya bs dilarang karna lagi pandemi, nggak sih?
sigromilir01;@PecintaKomando Kelancaran pilkada ditengah pandemi sbg rujukan new normal/tampilan aktifitas baru dng kaidah prokes.;positif; Kelancaran pilkada ditengah pandemi sbg rujukan new normal/tampilan aktifitas baru dng kaidah prokes.
zanurayaki1;@Bilal_Goesti @dsuperboy ada pilkada serentak tetap di jalankan padahal lagi pandemi tapi uas tugas+presentasi tetep jalannnnnnnn;negatif; @dsuperboy ada pilkada serentak tetap di jalankan padahal lagi pandemi tapi uas, tugas+presentasi tetep jalannnnnnnn
bilal_goesti;@dsuperboy Ada Pilkada serentak tetap di jalan kan padahl lagi pandemi tapi sekolah rumah ibadah ttp ditutup;negatif; Ada Pilkada serentak tetap di jalan kan padahl lagi pandemi tapi sekolah rumah ibadah ttp ditutup
edy_manusiabaru;@vanilla_asr @Dandhy_Laksono Kalau kita gunain hak suara ada jaminan DPR jd bener?. Rakus semua mereka. Bahkan di masa pandemi kaya gini aja ttp maksa bikin pilkada.;negatif; @Dandhy_Laksono Kalau kita gunain hak suara ada jaminan DPR jd bener?. Rakus semua mereka. Bahkan di masa pandemi kaya gini aja ttp maksa bikin pilkada.
mudjibur_rohman;@fadlizon Luarbiasa ya utk pengalihan isu vaksin pilkada kegagalan ngurus pandemi Covid-19 utang segunung sampe harus membantai 6 remaja.;negatif; Luarbiasa ya, utk pengalihan isu vaksin, pilkada, kegagalan ngurus pandemi Covid-19, utang segunung, sampe harus membantai 6 remaja.
kdronehunter;@Nironya5 Demo Omnibus Law jg ga kan? Bahkan demonya lebih besar dan di banyak kota dibanding kerumunan Pilkada dan Rizieq maren. Kenapa? Karena ada izinnya ada Undang2 yg mengatur. Toh kasus kerumunan Pilkada pun sudah diberi sanksi sesuai aturan Pilkada;positif; Demo Omnibus Law jg ga kan? Bahkan demonya lebih besar dan di banyak kota dibanding kerumunan Pilkada dan Rizieq maren. Kenapa? Karena ada izinnya, ada Undang2 yg mengatur. Toh kasus kerumunan Pilkada pun sudah diberi sanksi sesuai aturan Pilkada selama pandemi ini.
nur_rhamadany;@jokowi Taik ahm. Gw muak sama pemerintahan anda pak.. udah tau pandemi masih aj ngotot ngdain pilkada.. belom lagi banyak daerah yg melawan kotak kosong...  Pilkada apaan itu... Hancur demokrasi di era sampean pak.. nyesel aq biyen pileh sampean 2014;negatif; Taik ahm. Gw muak sama pemerintahan anda pak.. udah tau pandemi masih aj ngotot ngdain pilkada.. belom lagi banyak daerah yg melawan kotak kosong...  Pilkada apaan itu... Hancur demokrasi di era sampean pak.. nyesel aq biyen pileh sampean 2014
ainurhamim;@TirtoID PILKADA di tengah pandemi hanya utk memuluskan putra dan mantu mahkota;negatif; PILKADA di tengah pandemi hanya utk memuluskan putra dan mantu mahkota
ndayz_twit;@msaid_didu Makanya ngotot pilkada saat pandemi.. rakyat lagi susah.. jadi gampang ngebujuk pake duit..;negatif; Makanya ngotot pilkada saat pandemi.. rakyat lagi susah.. jadi gampang ngebujuk pake duit..
trieva051;@HidayatJameel jelas Polisi lemah seracara kasus dibawa ke pengdilan pasti kalah krn begitu bnyak kerumunan yg terjadi selama pandemi termasuk kerumunan kmpnye pilkada;negatif; jelas Polisi lemah seracara kasus, dibawa ke pengdilan pasti kalah krn begitu bnyak kerumunan yg terjadi selama pandemi termasuk kerumunan kmpnye pilkada
gatotkaca62;Indonesia menjadi bangsa di segani dunia Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid-19 pilkada yg melibatkan aktor sangat banyak dan  sgt luas aspek yg terkait. @kemendagri @KPU_ID @bawaslu_RI @satgascovid19id @Fatma_Reyna  #SuksesPilkadaSehat  https://t.co/XHaTCiUakK;positif;Indonesia menjadi bangsa di segani dunia, Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid-19, pilkada yg melibatkan aktor sangat banyak dan  sgt luas aspek yg terkait.  @KPU_ID @bawaslu_RI @satgascovid19id @Fatma_Reyna  #SuksesPilkadaSehat  https://t.co/XHaTCiUakK
tokeksawit;Sebab pemerintah sebelumnya mendapat sorotan tajam dari berbagai pihak karena tetap memutuskan menggelar Pilkada di tengah pandemi Covid-19. @kemendagri @PolhukamRI @satgascovid19id @putrijeni4 @kanguha_ @SiskaDena  #SuksesPilkadaSehat;negatif;Sebab, pemerintah sebelumnya mendapat sorotan tajam dari berbagai pihak karena tetap memutuskan menggelar Pilkada di tengah pandemi Covid-19.  @PolhukamRI @satgascovid19id @putrijeni4 @kanguha_ @SiskaDena  #SuksesPilkadaSehat
sugaphile;"@hopanacea tbh aku paham sih concernnya apa tapi banyak yg bilang ""pilkada tu urusan serius!11!!!1!!!"" tu kyk... at the end of the day se-level pilkada paling ujung-ujungnya cuma siapa yg lebih banyak koneksinya hxcnxchxsh. apalagi pandemi gini ga banyak ";negatif;" tbh aku paham sih concernnya apa, tapi banyak yg bilang ""pilkada tu urusan serius!11!!!1!!!"" tu kyk... at the end of the day se-level pilkada paling ujung-ujungnya cuma siapa yg lebih banyak koneksinya hxcnxchxsh. apalagi pandemi gini ga banyak kampanye"
blackumbrella21;@rahadjars @iqbal2122 @IchankSuroto @detikcom Bedanya apa dgn krumunan pilkada bg??sma2 dtgkan manusia. Sama2 dlm masa pandemi. Mreka brkrumun bknya merampok mlh dgerin pngajian. Gakda trbkti mngktkan ksus covid19. Trz gaduhnya dmana bg???yg gaduh tu ya p;negatif; @iqbal2122 @IchankSuroto @detikcom Bedanya apa dgn krumunan pilkada bg??sma2 dtgkan manusia. Sama2 dlm masa pandemi. Mreka brkrumun bknya merampok mlh dgerin pngajian. Gakda trbkti mngktkan ksus covid19. Trz gaduhnya dmana bg???yg gaduh tu ya pembenci mreka kyak abg ini..urusin hduplu aj bg. Pkirkan mkan buat bsk
malam_sikumbang;Indonesia menjadi bangsa di segani dunia Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid-19 pilkada yg melibatkan aktor sangat banyak dan  sgt luas aspek yg terkait. @kemendagri @putrijeni4 @prince_duro @_Umamlik @Sudastika #SuksesPilkadaSehat  https://t.co/6EIiRxoJr9;positif;Indonesia menjadi bangsa di segani dunia, Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid-19, pilkada yg melibatkan aktor sangat banyak dan  sgt luas aspek yg terkait.  @putrijeni4 @prince_duro @_Umamlik @Sudastika #SuksesPilkadaSehat  https://t.co/6EIiRxoJr9
mil2kpi;@ragilchandraaa @soloberlawan_ Setuju banyak yg golput saat ini lbh ke sikap protes ats dilaksanaknnya pilkada di tengah pandemi. Pngn bilang 'salute!' sm mrka yg ttp dtg ke TPS untk menghargai KPPS yg bkrja tp tetap golput sbg bentuk protes.;negatif; @soloberlawan_ Setuju, banyak yg golput saat ini lbh ke sikap protes ats dilaksanaknnya pilkada di tengah pandemi. Pngn bilang 'salute!' sm mrka yg ttp dtg ke TPS untk menghargai KPPS yg bkrja tp tetap golput sbg bentuk protes.
gitoharun;@FiersaBesari Jalan-jalan naik sepeda sambil menghitung putaran roda. Cakep. Di tengah pandemi gelar pilkada apakah otak pemerintah beneran ada?  #BOOM1212;negatif; Jalan-jalan naik sepeda, sambil menghitung putaran roda. Cakep. Di tengah pandemi gelar pilkada, apakah otak pemerintah beneran ada?  #BOOM1212
rayeeenn21;@mulmedpoldajtg Pilkada 2020 yang berbeda dengan Pilkada sebelumnya karena digelar di masa Pandemi Covid-19 membuat Polri bekerja ekstra selain PAM TPS juga PAM protokol kesehatan   #ApresiasiPilkadaAman;positif; Pilkada 2020 yang berbeda dengan Pilkada sebelumnya karena digelar di masa Pandemi Covid-19 membuat Polri bekerja ekstra selain PAM TPS juga PAM protokol kesehatan   #ApresiasiPilkadaAman
lova_eriya;@matahatiku_ Hebat ya  bisa menang telak ditengah kemuakan rakyat  pantesan ngotot pilkada oadahal dimasa pandemi ternyata oh ternyata 🤧🤧🤧;negatif; Hebat ya  bisa menang telak ditengah kemuakan rakyat , pantesan ngotot pilkada oadahal dimasa pandemi, ternyata oh ternyata 🤧🤧🤧
saradan_humas;@polres_madiun Pilkada aman sukses dalam situasi pandemi (9);positif; Pilkada aman sukses dalam situasi pandemi (9)
humaspolsektap6;@Polres_Bwoso Pilkada aman di tengah pandemi #ApresiasiPilkadaAman;positif; Pilkada aman di tengah pandemi #ApresiasiPilkadaAman
phunkxx;@Ami_Muhammad Stungta. Kumaha maranehna we. Geus kabelet sigana kudu maksakeun Pilkada rek pandemi ge anyeeng;negatif; Stungta. Kumaha maranehna we. Geus kabelet sigana kudu maksakeun Pilkada rek pandemi ge anyeeng
gmorningstarr;@CNNIndonesia itu yg blg golput krna muak apa udah nanya satu satu? Positif thinking ini pilkada di masa pandemi. Mungkin mreka lbih milih stay sfae di rumah. Jgn negatif thinking terus. BLT udah pada cair kan?;negatif; itu yg blg golput krna muak apa udah nanya satu satu? Positif thinking, ini pilkada di masa pandemi. Mungkin mreka lbih milih stay sfae di rumah. Jgn negatif thinking terus. BLT udah pada cair kan?
bakmisedjuk;@qomarun_coklat @kabarklaten saya sangat nentang pilkada di tengah pandemi covid tp krn bener2 pengen ada perubahan di klaten saya bela2in dtg ke tps dgn harapan suara saya bisa kontribusi meskipun cuma 1 suara ke perubahan daerah ini. eh tp hasilnya tern;negatif; @kabarklaten saya sangat nentang pilkada di tengah pandemi covid tp krn bener2 pengen ada perubahan di klaten, saya bela2in dtg ke tps dgn harapan suara saya bisa kontribusi meskipun cuma 1 suara ke perubahan daerah ini. eh tp hasilnya ternyata masyarakat pengennya diam di tempat dinasti lagi
yo_yo_yo_yo0;@jokowi Menurut saya sangat tidak bijak menjalan pilkada dengan sistem yang masih manual dan pada masa pandemi seperti ini. Ini menantang maut namanya. Terlalu Nekat. Jadi pingin golput deh daripada mati. ARGH ada ada aja ni nyebelin..;negatif; Menurut saya sangat tidak bijak menjalan pilkada dengan sistem yang masih manual dan pada masa pandemi seperti ini. Ini menantang maut namanya. Terlalu Nekat. Jadi pingin golput deh, daripada mati. ARGH ada ada aja ni, nyebelin..
ninopalsu;Pilkada 2020 digelar dalam kondisi serba sulit. Terlebih bagi warga di kaki Merapi. Pandemi belum usai. Ancaman erupsi Merapi turut mengintai. Kewaspadaan jadi senjata andalan hadapi dua ancaman itu.  Sila baca tulisan saya selengkapnya di @hariankompas  https://t.co/bK7Gip59qY;negatif;Pilkada 2020 digelar dalam kondisi serba sulit. Terlebih bagi warga di kaki Merapi. Pandemi belum usai. Ancaman erupsi Merapi turut mengintai. Kewaspadaan jadi senjata andalan hadapi dua ancaman itu.  Sila baca tulisan saya selengkapnya di   https://t.co/bK7Gip59qY
namanya_dela;@tubirfess Ini dari jaman pilkada 2 thn lalu jg yah sampai skarang. Ditambah dgn pandemi bgini salah strategi sih. Atau bisa jd ada alasan sndiri dr kpu masi ngelanjutin pemilu thn ini disaat pandemi bgini  Ttd mantan penyelenggara yg udh cape liat bginia;negatif; Ini dari jaman pilkada 2 thn lalu jg yah, sampai skarang. Ditambah dgn pandemi bgini salah strategi sih. Atau bisa jd ada alasan sndiri dr kpu masi ngelanjutin pemilu thn ini disaat pandemi bgini  Ttd, mantan penyelenggara yg udh cape liat bginian tiap thn
nerazzurri_wow;@detikcom Rezim ngebet banget pilkada pas pandemi biar bisa buka lahan baru buat maling uang negara ya to???;negatif; Rezim ngebet banget pilkada pas pandemi biar bisa buka lahan baru buat maling uang negara ya to???
an_asku;@addiems Tepat dua minggu setelah pilkada covid semakin gila;negatif; Tepat dua minggu setelah pilkada, covid semakin gila
adigajah;@CNNIndonesia @msaid_didu Pilkada bubar covid menyebar;negatif; @msaid_didu Pilkada bubar covid menyebar
adz__dzahabi;@republikaonline Kalo musim pilkada bisa menahan lajunya angka kematian Covid-19.maka saya berdoa mudah-mudahan tiap bualn ada Pilkada.😎😎;positif; Kalo musim pilkada bisa menahan lajunya angka kematian Covid-19.maka saya berdoa mudah-mudahan tiap bualn ada Pilkada.😎😎
pr1nc3j03;Terbukti .. Klaster Pilkada Jadi Pemicu Peningkatan Kasus Covid-19 di Tangsel  https://t.co/1OVXpN2MXP via @pakarberita;negatif;Terbukti .. Klaster Pilkada Jadi Pemicu Peningkatan Kasus Covid-19 di Tangsel  https://t.co/1OVXpN2MXP via 
victordayanto;@AREAJULID Pas hari raya idul Fitri covid meningkat pas liburan sekolah covid meningkat pada liburan Natal tahun baru covid meningkatla pas pilkada kemaren apa kabar covidpadahal banyak kerumunan masa tim sukses pindah2 tempat;negatif; Pas hari raya idul Fitri covid meningkat pas liburan sekolah covid meningkat pada liburan Natal tahun baru covid meningkat,la pas pilkada kemaren apa kabar covid,padahal banyak kerumunan masa tim sukses pindah2 tempat
dinisurdja;@Dennysiregar7 @sandiuno NAAHH!!! ini baru bener...   Om @sandiuno move on dong dr strategi pilkada dki kmrn... jaman covid gini fokusnya ke pemulihan pariwisata jaman pandemiiii... hadehhh  Benahi dan perkuat semua pintu masukk spy bisa jadi filter kuat ;negatif; @sandiuno NAAHH!!! ini baru bener...   Om @sandiuno move on dong dr strategi pilkada dki kmrn... jaman covid gini fokusnya ke pemulihan pariwisata jaman pandemiiii... hadehhh  Benahi dan perkuat semua pintu masukk spy bisa jadi filter kuat covid gelombang berikutnya ga masuukk... payah ah
rzhakim_;Tiga hari berturut-turut antara 26 27 dan 28 Desember 2020 peta sebaran Covid-19 menurut data @PemdaKabJember adalah 4.141 4.223 dan 4.266. Lonjakan yg cukup tinggi paska Pilkada Serentak. Di sisi lain pemberitaan di Jember masih seputar carut-marut dunia politik.;negatif;Tiga hari berturut-turut, antara 26, 27, dan 28 Desember 2020, peta sebaran Covid-19 menurut data  adalah 4.141, 4.223, dan 4.266. Lonjakan yg cukup tinggi paska Pilkada Serentak. Di sisi lain, pemberitaan di Jember masih seputar carut-marut dunia politik.
yruhiyat3;Apakah Akhir2 ini Kasus Covid terus meningkat sbg dampak dr kerumunan Pilkada Serentak  kemaren Klo benar siapa yg akan ditersangkakan pak @jokowi @Kiyai_MarufAmin @mohmahfudmd @DivHumas_Polri??????;negatif;Apakah Akhir2 ini Kasus Covid terus meningkat, sbg dampak dr kerumunan Pilkada Serentak  kemaren, Klo benar, siapa yg akan ditersangkakan pak  @Kiyai_MarufAmin @mohmahfudmd @DivHumas_Polri??????
